,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
230476,146344.0,-0.099723899,2.79541433,-6.423855582000001,3.247513015,-1.632290269,-2.766664931,-2.312222883,0.961014122,-1.896000965,-4.919348299,3.0536544180000003,-5.297811402,-1.466029728,-7.035880051,1.9971323719999998,-3.836188525,-2.5151828,-0.864578712,2.3289269740000003,0.34089831600000003,0.6477143879999999,0.126575864,0.20395348,0.008494998,-0.17450115100000002,0.5752947979999999,0.15287589099999999,-0.09817281,94.82,1
17481,28758.0,1.2150250809999998,-0.186987785,-0.488108369,-1.18644903,0.09932095199999999,-0.42295381299999996,0.195868856,-0.0109686,0.764633056,-0.814041783,1.1295391259999998,0.8447886040000001,-0.809845134,0.925632765,1.11978255,-0.567566711,-0.282863466,-0.177196458,0.9930348240000001,-0.105456509,-0.327726617,-0.991248536,0.011007177,-0.7196144740000001,0.46797373600000003,-0.9610283209999999,0.029350937999999997,0.005609836,37.98,0
27264,34470.0,-0.839558345,0.265986206,1.6519282309999999,-1.4285830330000002,-1.206040153,0.140348833,-0.09738179699999999,0.020900675,-0.9819891820000001,0.821739632,1.660177454,-0.39441324,-0.554053887,-0.263949867,0.42617930299999995,1.153307455,0.228586232,-1.0864934929999999,0.461307361,-0.130201396,0.279028326,0.5363597689999999,0.031319228,0.21344311,-0.37164513600000004,-0.430998977,-0.559321473,0.0022587429999999997,75.0,0
52412,45442.0,-1.172997308,1.835798117,0.445423144,-0.413698574,0.026419982999999998,-0.306407998,-0.565783328,-4.552624275,-0.22711185,-0.736000524,-0.28425784,0.68873804,0.528972184,-0.32782478600000003,0.10206582800000001,0.7081350279999999,-0.23136821600000002,-0.250483126,-1.0950419679999999,0.346565756,0.06713685700000001,-0.37165487,0.5978896020000001,0.302390763,-1.2599835940000002,-0.27903941600000004,0.33954767,0.126097651,25.17,0
97292,66151.0,-0.468148435,-0.314668514,1.635497644,-0.02791146,-1.034219933,0.483165458,0.263888709,0.276097668,0.45477533,-0.578136521,0.31424194899999996,0.388466869,-0.81042807,-0.234119806,-0.8306829579999999,-0.130180885,0.025854562999999997,0.39496083,1.617572361,0.384378249,0.042438397999999995,0.025453632,0.446491675,0.051787702000000005,-1.01464761,0.888526895,0.092489133,0.186206321,171.32,0
36341,38496.0,-0.5666904660000001,-0.862284528,1.952747627,-1.62366707,-1.9645129430000001,0.469713241,0.374080584,-0.402990091,-0.914274405,1.461636862,-0.7941881890000001,-1.498248494,-1.106700374,-1.376347215,-1.10513914,-1.7006334419999998,1.3650396619999998,-0.6177717939999999,-0.026034611000000003,-0.321906556,-0.331187328,0.298321709,-0.030526777999999997,0.39061834700000003,-0.352126602,-0.215504748,-0.015458932,-0.30481056300000003,192.6,0
34725,37797.0,1.277615509,0.008527086,-1.154305968,0.258948795,2.193752762,3.604185995,-0.44892615399999997,0.851077917,0.173329814,-0.014825932,-0.542440083,0.235823955,-0.224137908,0.189806975,-0.152089688,-0.10227498800000001,-0.5110516079999999,-0.077843982,0.365934035,-0.053851272,-0.187916206,-0.47690811200000005,-0.12008228800000001,1.009497324,0.895921518,-0.32583962899999996,0.026737657999999997,0.011169318999999999,1.0,0
241853,151224.0,2.11851393,-0.834247,-1.9227389540000002,-0.394387614,-0.207048365,-0.750289885,-0.104546598,-0.168233733,-0.564724012,1.1444469529999999,-0.22698379,-0.722593976,-2.30646814,0.9565239809999999,-0.979586697,-1.7250949269999998,-0.024852317999999998,1.3759801919999999,-0.1581579,-0.712994699,-0.34418786799999995,-0.523545726,0.059469022999999996,-0.591911052,0.052575299000000006,0.628843055,-0.098352091,-0.08911758800000001,40.0,0
91400,63452.0,1.551120003,-1.156912747,0.356053615,-1.706314926,-1.241560541,0.170495339,-1.411222722,0.09950315300000001,-1.7259865630000002,1.610504145,0.085572997,-0.773331598,0.385321769,-0.309155148,0.258512745,0.40061136799999997,-0.28287447,1.2202935240000001,0.291857178,-0.305826008,-0.09345581800000001,0.116743222,-0.147401163,-0.854985931,0.457649229,-0.04637248,0.04585546099999999,0.003310299,5.2,0
252124,155662.0,-1.9286132669999998,4.601505587,-7.124052978,5.7160880370000005,1.026578545,-3.189073067,-2.2618969019999997,1.1850963559999999,-4.441941615,-6.64615383,3.827868091,-6.518648822,0.251136548,-12.45670595,-0.649166482,-1.283145,-2.718559725,-0.08546608900000001,-2.097385471,0.328795983,0.602290585,-0.541287465,-0.354639279,-0.7014920579999999,-0.030972982000000003,0.034069878,0.573393032,0.294686316,0.77,1
252539,155852.0,-1.024431606,0.788857817,-1.5034045390000002,-1.093315442,2.7057624939999996,0.579780168,1.3372051740000002,-0.08413571800000001,-0.5263175929999999,-0.0023148170000000003,0.948399598,0.513387764,-0.665796576,0.9456193070000001,-0.329021199,-1.705674347,0.22989850899999997,-1.1490222509999999,-0.687369273,-0.47637939700000004,0.571142856,1.692937053,-0.42951468299999995,-0.650836246,-0.051398374000000004,0.002083064,-0.559892184,0.38100741,1.18,0
32410,36790.0,1.282853759,-0.570945315,0.55116321,0.029008685,-0.909970243,-0.00135014,-0.628592641,0.030922737000000002,-0.726377196,0.738378047,0.47649723,1.018023979,0.6876587740000001,-0.273990639,-1.257625367,-1.5692722019999998,-0.061706374,1.322911768,-0.16852156399999998,-0.443375849,-0.42564839,-0.560577938,-0.059438695,0.043239373,0.463972418,0.411954352,0.008098355,0.007352712,23.0,0
224074,143639.0,1.930817843,0.623922864,-0.6460991460000001,3.797531615,0.482856774,-0.172961487,0.282314409,-0.24330263800000002,-1.063234029,1.42919625,-1.19243377,0.486102686,1.5477090519999999,-0.142017172,-1.00446668,0.678442766,-0.8897962359999999,-0.34211356299999995,-1.5979688230000002,-0.18465098100000002,0.29727357600000004,1.03954115,-0.045398972999999995,-0.054673234,0.286478776,0.245515757,-0.024549399,-0.049670762,10.62,0
129438,79088.0,1.115698715,0.158310209,0.80059581,1.254742506,-0.5070580379999999,-0.335561512,-0.061009308,0.000740302,0.091560504,-0.025936671,1.29715214,1.677314939,0.574908803,0.006832932,-0.970550384,-0.187997305,-0.286313248,-0.20889011,0.252833481,-0.07627437299999999,-0.174185687,-0.34697504100000004,0.020572436,0.538084255,0.485136578,-0.55978123,0.037820322999999996,0.02275134,19.26,0
30524,35965.0,-2.1553411,1.812863125,0.05248311,1.4020301069999999,-0.775409655,-0.16984744,-0.431969285,1.357602335,-0.481683446,-0.182400278,-0.920438414,0.957442349,0.590947088,0.729849526,0.10255880699999999,-0.8895915529999999,1.085524805,-0.666778454,0.64081316,0.091266292,0.029202952,0.196347059,-0.11721599,0.119534347,0.070968297,-0.21426190399999998,0.318777139,0.059280997,30.26,0
143048,85090.0,1.372568248,-0.348776785,-0.103798573,-0.782035492,-0.49163268299999996,-0.7374381440000001,-0.229435976,-0.1279249,-1.40729805,0.821012402,1.85001992,0.150604044,-0.16282179300000002,0.376970839,-0.027528865,0.575607171,0.51742965,-1.607378259,0.49435808200000003,0.002637659,0.27388330899999996,0.744716582,-0.109453525,0.26236208699999997,0.662600256,-0.083345482,-0.014389978000000001,-0.012127398999999999,1.0,0
86653,61335.0,1.356358001,-0.524811624,0.932873649,-0.49485288,-1.5124647740000001,-1.005597388,-0.748520917,-0.17526877100000002,-0.681806494,0.650057867,-0.166184883,0.18952998899999998,0.8308267429999999,-0.19037226699999998,1.099060326,-1.094913904,-0.093243113,1.06068818,-1.0826121229999999,-0.451958394,-0.267068792,-0.23881266399999998,0.109149131,0.768679838,0.083036944,1.040655358,-0.030119088999999998,0.019552951000000002,3.03,0
255403,157207.0,1.170756215,2.501038208,-4.986159233,5.374160057999999,0.997798392,-1.259004478,-1.237688814,0.358425625,-2.612488504,-3.0647295310000002,3.480601703,-3.7351529539999997,-0.5947776020000001,-8.229951992,-1.4760940359999999,-0.408470613,-1.4812834719999999,0.347626692,-1.164414371,0.227618255,0.12314544300000001,-0.71320111,-0.080867913,-0.964310261,0.338567588,0.068629852,0.48158790100000004,0.268225854,4.97,1
192584,129764.0,-2.434004152,3.2259466910000003,-6.596281631,3.593160524,-1.079452045,-1.739740708,-0.047420092000000004,0.301424476,-1.779433597,-5.836452727,3.2494311469999997,-5.96148766,-1.155175729,-11.00228906,0.588286384,-2.365801464,-1.351900389,0.189498487,0.524007524,-0.280533266,-0.035490726,-0.419177641,0.157435951,-0.714849374,0.46885933700000004,-0.348522318,0.42003648,-0.327642696,362.55,1
114012,73299.0,-1.349013082,-0.6088459820000001,0.21551858,-0.41052656200000004,1.2953531329999999,4.107235172,-0.833503903,1.470463352,-1.644443823,0.11892741400000001,-0.891050668,-0.385289877,0.38837816,0.197356468,0.8934641959999999,-1.469019513,0.020810893,2.272085717,0.402147786,0.19646512600000002,-0.053564143,-0.272338502,0.050209051,0.980184651,0.553831361,-0.034816293,-0.019553635,-0.057495322,160.0,0
149145,90676.0,-2.40558049,3.738234965,-2.317843041,1.367442441,0.394001128,1.919937985,-3.106942048,-10.76440253,3.35352486,0.369936028,0.38217217700000006,-2.262932535,1.210604583,-1.880618705,-0.934160416,0.23547680399999998,3.321569311,1.90627083,-0.5813556910000001,-2.140873823,10.00599801,-2.454964095,1.6849569469999999,0.118263083,-1.531380112,-0.695307571,-0.15250156199999998,-0.138866256,6.99,1
15166,26523.0,-18.474867899999996,11.58638052,-21.40291681,6.038515416,-14.45115814,-4.146523506,-14.85612367,12.43114047,-4.053353287,-9.040396249,5.966202507,-8.46396613,0.078692132,-9.092532652000001,0.010822097,-7.186375507999999,-13.7974745,-4.95849391,1.32116656,1.577924401,1.741135596,-1.251137949,-0.39621912600000003,0.095705556,1.322750943,-0.217954565,1.628792531,0.482248275,99.99,1
17573,28813.0,0.33975099200000003,-0.232848147,1.687264314,-0.947391013,-1.1481651240000001,0.07561823599999999,-0.92731574,0.214901815,-0.871695015,0.696419916,0.977643843,0.008911509,0.9450044129999999,-0.601930639,0.549401621,1.6353874259999999,-0.285957986,0.15104911199999999,1.180636828,0.221364797,0.651759984,1.888283137,0.038418693999999996,0.072672917,-1.272562571,-0.17807482100000002,0.260705482,0.178059548,9.99,0
9491,14086.0,1.150105363,-0.155132555,0.9373711840000001,0.207762382,-0.8006111290000001,-0.244704723,-0.662226633,0.167198464,1.659859328,-0.364095695,2.51894936,-2.379243736,-0.110502663,2.107655508,0.268785135,0.435013961,0.517634432,0.04324627,-0.37905160299999996,-0.23041868,-0.267954727,-0.641188705,0.22419335899999998,0.147118915,-0.206093694,0.75505709,-0.088939942,-0.005765711,11.99,0
42632,41180.0,0.7494240459999999,-1.7041092230000001,0.42978786399999996,-0.61876585,-1.355036984,0.45449158700000003,-0.8801761370000001,0.339497259,-0.551379011,0.632710982,1.54263184,-0.7560216009999999,-1.7021875480000002,0.350284256,1.041027603,1.084389178,0.547711237,-1.159089429,-0.18632064,0.443733076,0.546169776,0.8643860170000001,-0.242823263,-0.290565189,0.111800888,-0.084486563,-0.006711491,0.04701911,274.0,0
225168,144131.0,-7.481236292,4.80281543,-5.586593965,-1.016310744,-3.716626357,-1.3479542269999998,-3.619571235,5.28229035,-1.0168412820000001,-2.539830546,-3.3953422210000004,2.0841975269999997,0.204220817,4.051475183,-1.4529338619999999,1.664434395,1.4079829769999999,-0.111226714,-0.9836258840000001,-2.2233781440000002,0.52583982,-0.7029699890000001,0.6822523070000001,0.526918245,0.050137929000000005,-0.95866632,-3.321776528,-0.7643005,20.8,0
237426,149236.0,-1.370975773,-0.025464612999999997,-2.7749069160000004,2.650530185,4.511309291,-3.2893436819999997,-0.11884144199999999,-0.014279445,-0.932772844,-2.637441745,2.858776502,-0.553179939,-0.758491998,-6.455029102999999,-0.154020882,1.323832975,5.580209252,3.2936875939999997,-0.13769358199999998,0.701291827,-0.048061087999999995,-0.59935003,0.072192995,-0.60035142,0.371330624,-0.370950985,0.011970248999999999,0.145895339,1.0,1
166114,117873.0,0.07955789099999999,-3.714684997,-0.31014189600000003,2.441917551,-2.05508688,1.503664254,-0.308669939,0.264812918,2.358165084,-0.60866069,-2.126090764,0.58095226,-0.17695491600000002,-1.016829612,-1.3976516959999998,-0.0028407190000000002,-0.095037148,0.507370906,-0.35383019200000004,1.616832219,0.65386246,0.324135611,-0.6772555729999999,0.640458251,-0.432355503,-0.594845199,-0.046569197,0.147479752,931.32,0
81413,58920.0,0.945957488,-1.2062469820000001,-0.037892733,-0.70786864,-0.77568563,0.131525909,-0.45933456899999997,0.152188882,-1.0203463259999999,0.6851347740000001,1.71316413,-0.334340225,-1.026097609,0.44316225,0.60419592,0.670884378,0.671617935,-1.628000154,0.034186472,0.313490559,0.416911394,0.709232345,-0.21187647199999998,-0.259900459,0.350422997,-0.090699901,-0.017912971,0.022774412,192.0,0
112247,72576.0,0.93864336,-0.9308200440000001,1.86175422,1.207496261,-1.8181031159999999,0.52460262,-1.22777094,0.356196676,2.0369832430000003,-0.5381453420000001,-1.488918788,0.5724129570000001,-0.431871709,-1.194563936,-1.3433190430000002,-0.31109329399999996,0.360618595,-0.082617853,0.26632720600000004,0.042946359,0.10105671,0.60002235,-0.195795615,0.49597186200000004,0.362387405,0.7080475190000001,0.041487535,0.043964092,99.0,0
76979,56825.0,-0.512078114,1.669229045,1.237612836,3.1454029180000003,-0.983254493,1.077740012,-2.362380464,-5.157257895,-1.556256233,-0.24506750000000002,-0.647910451,0.004573338,-0.6663961070000001,1.16356021,1.47841664,0.6953869709999999,0.15277091199999998,0.11511282699999999,0.186990055,1.368684751,-2.67230175,0.268668163,0.239160827,0.326011352,0.31534853399999996,0.07127916599999999,0.09166659,0.28245423199999997,39.0,0
63922,50928.0,-1.0033337340000001,0.998808273,0.99206822,-1.3306448229999999,-0.368039104,-0.9003560890000001,0.54199765,0.441372239,-0.606323241,-0.792316837,1.0466439779999999,0.69059145,-0.312630617,0.653021172,-0.413703273,0.744319381,-0.650010828,-0.014428938,-0.273105809,-0.014692237,-0.065650638,-0.388392151,0.08247563200000001,0.35594937600000004,-0.319224568,0.640000668,0.102310205,0.10367318800000001,41.1,0
222531,143014.0,-0.304474879,1.306521535,-0.486588168,0.616363239,1.544157496,-0.419613206,1.42313354,-0.041691882,-0.9558017459999999,-0.855797423,0.830760608,-0.281992879,-1.5043498430000002,-0.635534256,-1.040556952,-0.220839654,0.9357310870000001,0.878638826,0.260545777,-0.09197652099999999,0.101477316,0.317722625,-0.326523681,0.558480333,0.242196105,-0.497418609,0.14294435,0.177543914,21.9,0
183394,125779.0,-0.93133803,2.296609835,0.680928602,3.899587496,1.418210814,1.776919234,0.36781220000000003,-2.98182931,-0.181510559,3.6346302539999997,-1.8172943869999998,-1.354831822,-0.5952238679999999,-0.8344095509999999,-0.052750902999999995,-0.7984852709999999,-0.048161384,0.199839152,1.513385397,0.461337665,2.0862748719999997,-0.196985317,-0.15271401099999998,-0.003885455,-0.345937315,0.40922559999999997,0.236537895,-0.414426969,0.76,0
75372,56032.0,1.258416531,-0.024919111,0.273177546,0.12257657400000001,-0.621945552,-1.131679136,0.0042818840000000006,-0.229214415,0.23447074399999998,-0.11284386,-0.343158994,-0.055071305999999993,-0.298291569,0.320252776,1.0943073490000002,0.250539625,-0.283092982,-0.336464305,-0.050266455,-0.058345885,0.02378931,0.044359304,-0.058643035,0.46820831,0.361645086,1.0694449990000001,-0.090828269,0.003548773,22.9,0
109021,71184.0,-0.764535393,-0.169528228,2.40021011,-2.6468218180000003,-1.295988723,-0.560578791,-0.376059627,-0.020719361999999998,-1.946566319,1.558016905,1.112151053,-1.0731809209999998,-0.672039904,-0.562113155,-0.299990395,0.06841995,-0.077988782,0.8927676370000001,-0.7702500059999999,-0.051674383,-0.094532375,0.34377798299999995,-0.302877033,0.48344173,0.352365916,-0.219256564,0.249637065,-0.046421845999999996,4.8,0
263513,160989.0,2.065948576,-0.02213308,-2.03879693,-0.019381725,0.353361741,-1.5043320180000002,0.622236255,-0.38566977,0.12815419,0.217762924,0.985815256,0.320640353,-1.474455839,1.2764506279999999,-0.148655533,-0.47327120200000006,-0.34145689,-0.015037296,0.297114012,-0.316405091,0.19913241899999998,0.624430751,-0.025471407999999997,0.042851707,0.337866784,0.224612002,-0.095561038,-0.090686386,7.7,0
43428,41505.0,-16.52650657,8.584971796,-18.64985319,9.505593515,-13.79381853,-2.832404299,-16.7016943,7.517343904,-8.507058637,-14.11018444,5.29923635,-10.83400648,1.6711202530000002,-9.373858584,0.36080564200000004,-9.899246541,-19.23629237,-8.398551995,3.1017353689999996,-1.514923435,1.190738695,-1.127670009,-2.35857877,0.6734613290000001,-1.413699675,-0.462762361,-2.018575249,-1.04280417,364.19,1
113534,73100.0,-0.759329892,-0.116748572,2.497645611,-1.587578699,-0.6852984459999999,-0.620627676,-0.286548915,0.054980597,-0.9033200029999999,-0.259299819,-0.731312284,-0.617239567,0.430113122,-0.860609242,-0.33789064,1.2087956309999999,0.12039242900000001,-1.000611649,-0.009712105,0.161699586,0.411110935,1.12245757,-0.410879205,0.45183500299999996,0.587266865,-0.077011398,0.051772144000000006,0.067130679,10.6,0
221711,142672.0,1.817933304,-0.277710545,-1.582512156,0.5158365229999999,0.16614315699999999,-1.173763713,0.6989423459999999,-0.51026373,0.378363751,-0.171506126,-0.564124872,1.223821764,1.3555516980000002,0.21758430199999998,-0.076169583,-0.656419965,-0.264283786,-0.840570798,0.078985495,0.086308469,-0.00623557,-0.039056021,0.012973046,-0.038624263,0.150142818,-0.38815703700000004,-0.039174756,-0.035237505,132.19,0
252748,155952.0,-0.792405522,1.4213182919999998,-0.141407812,-1.064165316,0.710007596,-0.54972504,1.112017968,-0.245843015,0.5456290570000001,1.184939771,0.635282731,0.9471385090000001,0.6068866079999999,-0.33486228,-1.04398187,0.049079328,-1.00855396,-0.26653376,0.264651748,0.604008464,-0.408391674,-0.558046096,-0.0018831660000000001,-0.497582499,-0.25273391300000003,0.138154601,0.497936274,0.130192478,8.94,0
56534,47473.0,1.088644043,-0.510959388,1.198562582,0.14463837699999998,-1.096208175,0.288317395,-0.8381380999999999,0.34461532,0.98176849,-0.322268881,1.2460280209999999,1.224293831,-0.526254155,-0.24355746399999997,-0.7249806609999999,-0.257054108,0.267238085,-0.61228297,0.319001396,-0.104752031,-0.138436626,-0.18417256,0.116937579,0.301644819,-0.010163228,0.9417792429999999,-0.025337402000000002,0.004110501,20.0,0
95597,65385.0,-2.923826664,1.524837164,-3.018758033,3.289291475,-5.755542374,2.218276303,-0.5099954320000001,-3.5694435689999997,-1.016591689,-4.320535776,1.277202265,-3.701749667,-0.9718695940000001,-4.857776672,0.090605522,-2.80150199,-4.186807537,-1.648406094,1.176445598,-0.44703940700000006,-0.511656805,-0.122724086,-4.288638999,0.563796658,-0.94945135,-0.20453217699999998,1.5102064869999998,-0.324706013,1354.25,1
22073,32018.0,1.171094652,0.226361868,0.28925256899999996,0.53061172,-0.162559872,-0.286634881,-0.123306021,0.10613907,-0.166882925,-0.14532668099999999,1.779275985,0.7838336490000001,-0.299248835,0.020934845,0.6917814809999999,0.40306054,0.045306908,-0.20019362300000001,-0.263127898,-0.12932562,-0.213619571,-0.63783848,0.151549515,-0.033807107,0.09949158699999999,0.10830083800000001,-0.013070918999999999,0.016212558000000002,1.29,0
149950,92237.0,-1.445819432,0.9612713409999999,0.860896432,-0.41868159899999996,-0.221463675,0.7301523520000001,-1.476694924,-2.033335349,0.902851408,-1.7300716040000002,1.305527796,-1.204493645,1.9464112269999998,1.9143259609999999,-1.6158205419999998,0.7479647509999999,0.194178044,0.963100104,-0.438471527,0.412531679,-1.070451106,1.119281899,-0.190677717,0.779295475,-0.588158166,0.408254611,0.028608629,0.049958582,59.9,0
220725,142280.0,-1.169203413,1.863413535,-2.5151354809999997,5.463680646,-0.297971323,1.36491804,0.759218697,-0.11886097699999999,-2.293921422,-0.423783865,2.3758756169999997,-3.2448272989999998,-0.556619005,-5.1524748339999995,0.050906325,-1.022045026,-1.646504846,0.126459753,1.819012764,-0.299374113,-0.39308999,-0.70869235,0.471308703,-0.07861604700000001,-0.544654651,0.014776756,-0.24092995899999997,-0.781055196,324.59,1
40525,40276.0,1.159373145,2.844794699,-4.050679508,4.777700881,2.9489800410000004,-2.01036111,1.744085818,-0.41028652200000004,-2.450197747,-2.042167863,1.84409317,-2.425932815,-1.584275134,-7.208311579,0.45982838299999995,2.375296198,6.443509864,2.591846063,-2.8897703580000003,-0.059264385999999995,-0.176541019,-0.43346985899999996,-0.529323202,-0.597019605,1.335954053,0.547092071,0.009978944,0.16076915,1.0,1
249828,154599.0,0.667713641,3.0415023760000004,-5.845111956,5.967587038,0.21386333300000002,-1.4629228109999999,-2.6887605839999997,0.6777635120000001,-3.447595896,-4.7075708060000006,4.905819865,-5.2083739719999995,0.53249838,-10.5440114,-1.307418701,-2.1335934880000003,-5.133081491,-1.062150781,-0.8193710959999999,0.558424598,0.32976014600000003,-0.941383472,-0.006074662,-0.9589253520000001,0.239297865,-0.067355679,0.8210475859999999,0.426175252,6.74,1
120958,76025.0,1.2763465859999998,0.083200886,0.16076185099999998,0.32320628,-0.138567309,-0.22730029699999998,-0.15091991300000002,0.070908191,0.045299753,0.144190546,0.514629363,0.071418953,-0.9669142820000001,0.6531658020000001,0.53895661,0.8031166559999999,-0.8976066429999999,0.38718516399999997,0.491504111,-0.143215246,-0.27606679999999995,-0.8936048529999999,0.038750093,-0.539015047,0.252593004,0.132992934,-0.042560442000000004,-0.002581139,0.89,0
10690,18088.0,-12.22402062,3.85415033,-12.46676572,9.648310727,-2.726961321,-4.445610382,-21.92281103,0.320792274,-4.433161658,-11.20140009,9.328799257,-13.10493347,0.888480788,-10.14020034,0.713465393,-10.09867066,-17.50661155,-8.06120799,1.606870033,-2.14718144,-1.1598299509999999,-1.504118882,-19.25432762,0.544866726,-4.7816055219999996,-0.007772281,3.0523576869999998,-0.7750356509999999,1218.89,1
246107,153036.0,-1.86892729,0.8640804,-0.175960292,-0.576284525,-0.721346213,0.051145462999999995,-0.606529953,1.221115236,-0.006267363000000001,-1.305770192,-2.472909598,0.391089299,1.011872077,0.367991823,-0.123002578,0.9279588009999999,-0.481604839,0.592301148,-0.009341313,-0.347572583,0.40875549200000005,0.8045452829999999,-0.35153845799999994,-0.903131777,-0.228662616,0.614882357,-0.470236967,-0.11849335800000001,59.9,0
229278,145863.0,-0.25730566,0.977392716,-0.434263356,0.49912903399999997,1.326812705,0.16712227300000002,1.199331813,-0.40886202200000005,-0.328684687,0.9094961020000001,-0.005941136,0.281439934,0.565236752,0.196167325,0.060482663,-0.159952964,-1.111556745,0.950024522,0.945503188,-0.007757424000000001,0.324250828,1.4164558809999999,-0.116860621,-1.125971269,-0.716068305,-0.44252879799999995,0.053247334,0.053823857999999995,30.21,0
247792,153694.0,-0.79934811,-0.092700117,1.9787760859999999,-2.317206058,-0.850274462,0.526075472,-0.595544565,0.33769566799999995,0.7591713529999999,0.7310452009999999,-0.268083821,-0.6846978840000001,-1.3719781819999999,-1.2950818000000002,-2.201825818,1.2474297090000002,-0.169534822,-0.588604644,0.44962262799999997,0.35308171899999996,0.069178484,0.740713838,-0.245439446,-0.48125985600000004,-0.229690356,-0.293388263,0.46652887,0.10087433800000001,1.0,0
38668,39488.0,-0.543689996,-0.131621206,1.019730735,-0.807045166,-2.899414751,1.331837915,2.184019865,-0.46887650799999997,-1.389787429,0.6544705479999999,1.754693881,-1.087222431,-1.323729444,-0.009045067,0.9089341790000001,0.770918416,0.56955735,-1.146625941,1.580551506,-0.070591173,-0.061791415999999995,0.154380741,0.161643498,0.20138525899999998,-0.776362529,-0.44131755899999997,0.05359753,-0.265228109,513.94,0
225407,144234.0,1.7577591080000001,-0.475065655,-1.745632096,0.5972914539999999,-0.248724141,-1.226888464,0.170160005,-0.202001935,1.268562809,-0.8547792209999999,-0.723962282,-0.570476089,-1.832967679,-1.070701034,0.118726309,0.015269498000000001,1.239640551,0.15725634800000002,0.021374946000000002,-0.035723694,-0.180733117,-0.626136328,0.09843585699999999,-0.16859284,-0.185169188,-0.093793993,-0.039338117,-0.002629018,140.72,0
67402,52517.0,-4.155690925,-7.751887599,-2.226006918,0.61729491,-3.0476034239999996,-0.187277847,2.955225608,-1.658302713,-0.994765192,-0.898243738,-0.801723574,-0.880343282,-0.647226385,0.5617003420000001,-0.466271394,1.1728450129999999,0.464425221,-1.105452432,-0.820349367,4.630018927,2.405677239,-1.024261001,-2.2846748569999997,0.513779683,-0.165049645,-0.48236943600000004,-0.280074624,0.66310433,2408.51,0
92773,64091.0,1.287920876,-1.305227137,0.498329478,-1.5217882719999998,-1.337875172,0.10943208800000001,-1.1235721220000001,0.079316943,-2.073431322,1.486506378,1.293813278,0.11918449800000001,1.049364154,-0.267503553,0.279553313,-0.204211941,0.304286185,0.018098221,-0.21322854800000002,-0.13811280199999998,-0.257195305,-0.5407461720000001,0.080311034,-0.334702909,0.062261785,-0.388010678,0.044004025999999995,0.027856144,91.81,0
144920,86492.0,0.49541795,-4.831292992,-2.065563306,-1.846248537,-0.6475461889999999,4.483455091000001,-1.5315320190000001,0.938554827,-0.6949564429999999,1.096523618,-0.301487881,-0.660213996,0.77362716,-0.6422068879999999,1.018114433,0.203230634,0.082173368,0.715927509,-0.997487598,1.4732704840000002,0.602155336,0.174534393,-0.466614045,0.7408159129999999,-0.81817322,-0.16505399099999998,-0.066156807,0.12195668400000001,899.0,0
42769,41237.0,-10.28178404,6.302384784,-13.27171803,8.925115476,-9.975578311,-2.832513464,-12.70325266,6.706845839,-7.078423957999999,-12.80568319,6.786058302000001,-13.06423989,1.1795245109999999,-13.69487304,0.951479176,-10.95428573,-20.58359279,-7.517262132000001,2.872353636,-0.247647528,2.479413508,0.36693284200000004,0.042804648,0.478278892,0.157770818,0.329900959,0.163504341,-0.48555221299999995,118.3,1
241263,150952.0,2.380212741,-0.958642717,-2.318112967,-1.90377214,0.027268106,-0.7724100559999999,-0.228196005,-0.44081521,-2.4174588580000003,1.874544096,0.6328756010000001,0.074919788,1.317663455,0.184130512,-0.95677767,-0.7662535840000001,0.12123164199999999,0.18989334100000002,0.35430838299999995,-0.33840251600000004,0.014778601,0.499327085,-0.032044832,0.32723783300000003,0.419432191,0.05194244,-0.056454525,-0.081302506,16.0,0
46089,42634.0,-1.02057792,1.229969823,1.024555904,0.771904006,0.31966470199999997,-0.34536947700000004,0.744662155,-0.135470936,-0.234735838,0.47046991200000005,-0.18079973300000002,0.092488865,0.297111562,0.072946247,1.303884372,-0.703686684,0.008722971,-0.42554753799999995,0.06429834200000001,0.031646803,0.10268423800000001,0.664269702,-0.13888551,0.100751997,-0.315889375,-0.378020674,-0.383067008,-0.311700722,13.96,0
249386,154384.0,1.846383085,-0.20179096800000001,-1.645764922,0.45443218,-0.05246898,-0.9781618559999999,0.04269131599999999,-0.09321655699999999,0.871024038,-0.737939476,1.24407283,0.588772734,-1.063445478,-1.20767334,-0.67971776,0.18251225199999999,1.078570676,0.5648394520000001,0.274292886,-0.111510174,-0.164453396,-0.409076,0.14636718099999999,-0.129166907,-0.170124577,-0.111782166,-0.021992697999999998,-0.019286112,69.32,0
189878,128595.0,-5.313773842,2.664273998,-4.250707018,0.394707095,-0.39138337700000003,0.68352614,-5.133671002,-7.907789892,0.215474665,-2.2977342590000003,1.961480932,-1.944441128,-0.692558965,-4.346347631,-1.7269292330000001,-1.8204047719999998,-3.7464895510000003,-0.8803993109999999,0.267914552,-2.642901847,8.66466243,-2.716382588,0.48355909399999997,0.079234798,0.31106524,0.555544234,0.17674000399999998,0.36290657600000004,1.0,1
